Order_ID,Order_Date,Customer_ID,Age,Gender,State,Region,Category,Product_Name,Quantity,Unit_Price,Discount_%,Sales,Profit,Payment_Method
ORD00016,2024-12-04,CUST1072,50.0,Male,Delhi,North,Office Supplies,Printer Paper,1,499,0,499.0,133.18,Cash
ORD00017,2024-07-13,CUST1096,24.0,Female,Maharashtra,West,Office Supplies,Notebook,8,499,15,3393.2,789.34,Cash
ORD00018,2024-12-13,CUST1819,24.0,Male,Gujarat,West,Furniture,Sofa,1,14999,0,14999.0,-431.75,UPI
ORD00019,2024-03-18,CUST1453,53.0,Male,Tamil Nadu,South,Electronics,Phone,3,999,15,2547.45,95.36,Card
ORD00020,2025-02-14,CUST1924,21.0,Male,Delhi,North,Electronics,Laptop,7,2499,15,14869.05,368.92,Net Banking
ORD00021,2025-05-13,CUST1158,30.0,Female,Punjab,North,Furniture,Desk,5,2499,20,9996.0,1815.82,UPI
ORD00022,2025-06-27,CUST1161,21.0,Male,Delhi,North,Office Supplies,Pen,1,199,20,159.2,18.61,UPI
ORD00023,2025-08-31,CUST1040,57.0,Male,Delhi,North,Office Supplies,Notebook,7,199,20,1114.4,40.31,Net Banking
ORD00024,2025-11-18,CUST1660,37.0,Female,Odisha,East,Electronics,Headphones,6,499,10,2694.6,238.54,Cash
ORD00025,2024-09-28,CUST1135,40.0,Male,Delhi,North,Furniture,Sofa,2,199,20,318.4,7.83,UPI
ORD00026,2025-07-21,CUST1306,60.0,Male,Odisha,East,Electronics,Phone,5,7999,20,31996.0,-1512.19,UPI
ORD00027,2024-12-17,CUST1208,61.0,Female,West Bengal,East,Electronics,Headphones,3,999,10,2697.3,436.13,Net Banking
ORD00028,2024-05-13,CUST1652,34.0,Male,West Bengal,East,Electronics,Headphones,7,999,0,6993.0,-340.97,Net Banking
ORD00029,2025-08-19,CUST1565,27.0,Female,Maharashtra,West,Electronics,Laptop,3,7999,0,23997.0,5809.87,UPI
ORD00030,2024-12-28,CUST1798,53.0,Female,Punjab,North,Furniture,Chair,6,499,5,2844.3,521.72,UPI
ORD00031,2025-02-25,CUST1821,60.0,Male,Karnataka,South,Electronics,Phone,1,499,10,449.1,100.52,Cash
ORD00032,2025-04-16,CUST1358,37.0,Male,Karnataka,South,Furniture,Chair,8,499,5,3792.4,894.27,UPI
ORD00033,2025-06-05,CUST1409,61.0,Female,Delhi,North,Furniture,Desk,5,199,10,895.5,65.28,Card
ORD00034,2024-12-19,CUST1746,38.0,Female,Punjab,North,Electronics,Headphones,5,199,0,995.0,158.01,Card
ORD00035,2025-07-05,CUST1703,64.0,Male,Maharashtra,West,Furniture,Chair,7,199,20,1114.4,305.29,Cash
ORD00036,2024-11-03,CUST1519,37.0,Female,Maharashtra,West,Office Supplies,Pen,6,14999,0,89994.0,18171.05,Cash
ORD00037,2024-06-27,CUST1630,54.0,Female,Gujarat,West,Office Supplies,Notebook,4,2499,15,8496.6,1589.38,Net Banking
ORD00038,2025-04-21,CUST1452,46.0,Male,Punjab,North,Furniture,Chair,7,7999,20,,8024.78,Net Banking
ORD00039,2024-08-18,CUST1825,30.0,Male,Karnataka,South,Furniture,Sofa,6,199,5,1134.3,210.39,Card
ORD00040,2025-08-12,CUST1199,63.0,Female,Delhi,North,Furniture,Sofa,2,2499,15,4248.3,1105.19,Net Banking
ORD00041,2025-12-13,CUST1530,47.0,Male,Maharashtra,West,Electronics,Headphones,1,199,15,169.15,4.5,UPI
ORD00042,2025-05-31,CUST1436,53.0,Female,Punjab,North,Electronics,Phone,6,2499,20,11995.2,2821.9,UPI
ORD00043,2024-10-08,CUST1450,22.0,Female,Gujarat,West,Furniture,Chair,5,7999,15,33995.75,5757.59,UPI
ORD00044,2025-12-11,CUST1156,63.0,Male,Odisha,East,Furniture,Sofa,2,499,5,948.1,29.34,Card
ORD00045,2025-03-06,CUST1398,55.0,Male,Gujarat,West,Furniture,Sofa,8,2499,0,19992.0,447.66,Net Banking
ORD00046,2025-07-13,CUST1819,56.0,Male,Maharashtra,West,Furniture,Desk,7,2499,20,13994.4,2961.64,Net Banking
ORD00047,2025-02-18,CUST1741,28.0,Female,Tamil Nadu,South,Furniture,Desk,1,2499,10,2249.1,414.07,UPI
ORD00048,2025-04-17,CUST1186,21.0,Female,Punjab,North,Office Supplies,Printer Paper,1,199,15,169.15,-0.42,Net Banking
ORD00049,2025-03-07,CUST1258,23.0,Female,West Bengal,East,Furniture,Desk,6,2499,10,13494.6,2877.1,Card
ORD00050,2024-09-10,CUST1204,19.0,Male,Punjab,North,Electronics,Headphones,2,14999,0,29998.0,6419.02,UPI
ORD00051,2024-06-20,CUST1620,56.0,Male,Tamil Nadu,South,Office Supplies,Notebook,4,2499,10,,1964.94,UPI
ORD00052,2024-07-22,CUST1077,55.0,Male,West Bengal,East,Office Supplies,Notebook,5,7999,15,33995.75,3019.81,Card
ORD00053,2024-03-11,CUST1518,59.0,Female,West Bengal,East,Office Supplies,Notebook,6,7999,15,40794.9,7405.6,Card
ORD00054,2025-03-21,CUST1180,64.0,Female,Gujarat,West,Electronics,Phone,6,14999,15,76494.9,15112.18,Net Banking
ORD00055,2024-03-29,CUST1285,46.0,Male,Gujarat,West,Office Supplies,Printer Paper,5,999,5,4745.25,1142.45,Net Banking
ORD00056,2024-09-21,CUST1348,35.0,Female,Gujarat,West,Electronics,Phone,6,499,15,2544.9,61.69,Card
ORD00057,2025-12-08,CUST1487,59.0,Female,Karnataka,South,Electronics,Headphones,7,2499,20,13994.4,3013.8,Net Banking
ORD00058,2025-08-18,CUST1377,48.0,Female,Delhi,North,Furniture,Chair,7,14999,5,99743.35,5702.54,Net Banking
ORD00059,2024-07-16,CUST1323,25.0,Male,Odisha,East,Office Supplies,Pen,5,999,10,4495.5,137.96,UPI
ORD00060,2025-01-04,CUST1183,37.0,Male,Tamil Nadu,South,Furniture,Sofa,5,199,5,945.25,50.75,UPI
ORD00061,2025-05-17,CUST1105,18.0,Female,West Bengal,East,Electronics,Headphones,5,14999,5,71245.25,12343.55,Net Banking
ORD00062,2024-03-07,CUST1410,49.0,Male,Gujarat,West,electronics,Chair,1,999,15,849.15,-8.55,Card
ORD00063,2025-03-02,CUST1620,56.0,Male,Karnataka,South,Office Supplies,Pen,2,499,0,998.0,145.03,Net Banking
ORD00064,2025-09-16,CUST1983,65.0,Male,Gujarat,West,Furniture,Sofa,7,999,20,5594.4,936.28,UPI
ORD00065,2024-06-09,CUST1002,44.0,Female,Tamil Nadu,South,Office Supplies,Notebook,3,499,5,1422.15,203.65,Net Banking
ORD00066,2024-08-27,CUST1946,34.0,Male,West Bengal,East,Electronics,Phone,5,14999,15,63745.75,-1599.19,Net Banking
ORD00067,2024-11-10,CUST1609,65.0,Female,Delhi,North,Office Supplies,Notebook,5,499,0,2495.0,-72.67,Net Banking
ORD00068,2025-03-24,CUST1082,56.0,Male,Punjab,North,Office Supplies,Pen,7,999,20,5594.4,777.59,Net Banking
ORD00069,2024-01-22,CUST1783,61.0,Female,Odisha,East,Electronics,Laptop,4,14999,20,47996.8,7463.17,Card
ORD00070,2025-03-22,CUST1650,49.0,Male,Tamil Nadu,South,Office Supplies,Printer Paper,8,999,5,7592.4,2269.6,Net Banking
ORD00071,2025-05-22,CUST1295,60.0,Female,Odisha,East,Furniture,Desk,2,499,10,898.2,84.5,Card
ORD00072,2024-01-02,CUST1673,52.0,Female,Maharashtra,West,Furniture,Desk,6,199,15,1014.9,256.48,Net Banking
ORD00073,2024-07-27,CUST1273,53.0,Male,Delhi,North,Office Supplies,Pen,8,14999,15,101993.2,22030.19,Cash
ORD00074,2024-01-15,CUST1565,44.0,Male,Gujarat,West,Electronics,Laptop,4,14999,5,56996.2,3349.24,UPI
ORD00075,2024-10-06,CUST1425,48.0,Female,Punjab,North,Electronics,Headphones,3,2499,10,6747.3,864.36,UPI
ORD00076,2025-02-28,CUST1348,50.0,Female,Maharashtra,West,Furniture,Chair,3,199,10,537.3,118.44,Card
ORD00077,2024-12-19,CUST1340,53.0,Female,Odisha,East,Office Supplies,Printer Paper,8,499,15,3393.2,469.97,Net Banking
ORD00078,2025-04-29,CUST1722,42.0,Female,West Bengal,East,Office Supplies,Notebook,7,499,15,2969.05,-103.1,UPI
ORD00079,2025-04-12,CUST1015,,Male,Maharashtra,West,Electronics,Headphones,6,199,15,1014.9,-15.33,Net Banking
ORD00080,2024-12-02,CUST1872,61.0,Female,Karnataka,South,Furniture,Desk,6,7999,15,40794.9,7238.76,Cash
ORD00081,2024-04-02,CUST1444,24.0,Male,Maharashtra,West,Office Supplies,Notebook,4,14999,10,53996.4,16150.27,Net Banking
ORD00082,2025-03-17,CUST1149,33.0,Female,Tamil Nadu,South,Electronics,Laptop,6,199,10,1074.6,81.09,UPI
ORD00083,2025-08-20,CUST1146,32.0,Female,Karnataka,South,Electronics,Headphones,7,7999,5,53193.35,6605.74,Cash
ORD00084,2025-03-28,CUST1967,40.0,Female,Gujarat,West,Office Supplies,Notebook,8,999,20,6393.6,33.83,Net Banking
ORD00085,2025-08-08,CUST1367,54.0,Female,Odisha,East,Furniture,Chair,7,2499,0,17493.0,577.65,Cash
ORD00086,2024-10-20,CUST1794,32.0,Female,Punjab,North,Furniture,Chair,1,7999,15,6799.15,1641.95,UPI
ORD00087,2025-10-23,CUST1040,37.0,Female,Tamil Nadu,South,Office Supplies,Printer Paper,3,14999,0,44997.0,11977.81,Card
ORD00088,2024-05-15,CUST1805,52.0,Female,West Bengal,East,Electronics,Phone,6,14999,15,76494.9,877.7,Cash
ORD00089,2024-05-24,CUST1772,32.0,Female,Tamil Nadu,South,Furniture,Desk,6,199,15,1014.9,291.29,Cash
ORD00090,2025-11-19,CUST1268,55.0,Female,Punjab,North,Electronics,Phone,2,2499,10,4498.2,834.37,Cash
ORD00091,2025-10-12,CUST1843,47.0,Female,Delhi,North,Furniture,Chair,6,7999,5,45594.3,8055.52,Net Banking
ORD00092,2025-07-04,CUST1138,42.0,Female,Delhi,North,Electronics,Laptop,5,2499,0,12495.0,-199.71,Cash
ORD00093,2024-10-13,CUST1033,62.0,Female,Maharashtra,West,Furniture,Sofa,2,2499,20,3998.4,371.21,UPI
ORD00094,2025-10-22,CUST1367,21.0,Female,Gujarat,West,Electronics,Phone,2,14999,10,26998.2,3794.95,Cash
ORD00095,2024-02-21,CUST1805,39.0,Male,Karnataka,South,Furniture,Chair,4,14999,20,47996.8,13913.44,UPI
ORD00096,2025-09-02,CUST1002,35.0,Male,Karnataka,South,Office Supplies,Notebook,4,499,10,1796.4,397.06,UPI
ORD00097,2024-08-31,CUST1602,38.0,Male,West Bengal,East,Electronics,Headphones,1,499,0,499.0,37.62,UPI
ORD00098,2025-05-02,CUST1459,41.0,Male,West Bengal,East,Electronics,Headphones,7,7999,0,55993.0,11813.56,Net Banking
ORD00099,2025-05-05,CUST1867,43.0,Female,Karnataka,South,Office Supplies,Printer Paper,5,2499,0,12495.0,-358.75,Card
ORD00100,2024-10-08,CUST1639,58.0,Female,Gujarat,West,Electronics,Laptop,6,7999,5,45594.3,-1231.56,Net Banking
ORD00101,2025-10-28,CUST1898,53.0,Male,Odisha,East,Office Supplies,Printer Paper,7,199,0,1393.0,346.13,Net Banking
ORD00102,2024-11-16,CUST1437,38.0,Female,Maharashtra,West,Furniture,Desk,8,2499,15,16993.2,3489.8,Cash
ORD00103,2025-01-16,CUST1831,26.0,Male,Tamil Nadu,South,Electronics,Laptop,2,199,15,338.3,-5.48,Cash
ORD00104,2025-09-06,CUST1319,40.0,Male,Punjab,North,Furniture,Sofa,7,14999,0,104993.0,30336.63,UPI
ORD00105,2024-10-12,CUST1587,32.0,Female,Tamil Nadu,South,Electronics,Laptop,6,7999,10,43194.6,-422.88,Card
ORD00106,2024-05-26,CUST1579,60.0,Female,West Bengal,East,Electronics,Phone,5,999,10,4495.5,-215.17,Card
ORD00107,2024-06-10,CUST1378,37.0,Female,Karnataka,South,Electronics,Headphones,4,2499,15,8496.6,924.23,Card
ORD00108,2025-11-08,CUST1434,49.0,Female,Delhi,North,Electronics,Headphones,1,14999,0,14999.0,678.49,Net Banking
ORD00109,2025-11-25,CUST1607,49.0,Female,West Bengal,East,Office Supplies,Notebook,6,2499,0,14994.0,736.75,Card
ORD00110,2024-05-20,CUST1782,34.0,Female,Tamil Nadu,South,Office Supplies,Notebook,1,499,10,449.1,126.14,Cash
ORD00111,2025-12-21,CUST1235,50.0,Female,Delhi,North,Furniture,Sofa,7,499,5,3318.35,275.66,Card
ORD00112,2025-08-10,CUST1414,63.0,Female,Maharashtra,West,Furniture,Chair,8,199,10,1432.8,217.09,Cash
ORD00113,2025-01-05,CUST1090,45.0,Male,Punjab,North,Electronics,Phone,3,7999,15,20397.45,4920.05,UPI
ORD00114,2024-06-21,CUST1078,50.0,Male,Gujarat,West,Office Supplies,Notebook,7,999,10,6293.7,173.39,UPI
ORD00115,2024-07-21,CUST1177,56.0,Male,Odisha,East,Office Supplies,Printer Paper,3,499,0,1497.0,1.88,Card
ORD00116,2025-10-01,CUST1330,58.0,Female,Tamil Nadu,South,Furniture,Sofa,8,14999,20,95993.6,16803.41,UPI
ORD00117,2025-06-03,CUST1075,37.0,Female,Maharashtra,West,Furniture,Desk,5,999,20,3996.0,-121.24,Net Banking
ORD00118,2025-06-03,CUST1393,47.0,Male,Delhi,North,Furniture,Desk,2,14999,0,29998.0,4957.26,Net Banking
ORD00119,2024-12-17,CUST1731,23.0,Male,Tamil Nadu,South,Office Supplies,Pen,3,199,15,507.45,-6.99,Card
ORD00120,2025-01-31,CUST1418,39.0,Male,Tamil Nadu,South,Furniture,Sofa,3,999,10,2697.3,731.72,Cash
ORD00121,2025-11-03,CUST1987,56.0,Male,Punjab,North,Electronics,Headphones,7,999,10,6293.7,1279.55,Cash
ORD00122,2024-03-27,CUST1317,53.0,Female,Delhi,North,Furniture,Desk,7,499,20,2794.4,553.55,Cash
ORD00123,2024-11-12,CUST1184,31.0,Female,Karnataka,South,Office Supplies,Printer Paper,7,7999,10,50393.7,-2198.14,Net Banking
ORD00124,2025-07-06,CUST1855,65.0,Male,Karnataka,South,Electronics,Laptop,2,999,0,1998.0,255.13,Cash
ORD00125,2024-06-18,CUST1738,46.0,Male,Tamil Nadu,South,Electronics,Laptop,3,14999,20,35997.6,8393.39,Net Banking
ORD00126,2024-09-01,CUST1316,48.0,Male,West Bengal,East,Furniture,Sofa,5,14999,15,63745.75,2033.56,Cash
ORD00127,2024-05-21,CUST1893,34.0,Male,Gujarat,West,Furniture,Desk,7,499,5,3318.35,764.68,Net Banking
ORD00128,2024-10-06,CUST1460,50.0,Male,West Bengal,East,Office Supplies,Printer Paper,2,999,0,1998.0,433.75,Net Banking
ORD00129,2025-01-17,CUST1241,42.0,Male,Delhi,North,Furniture,Desk,1,2499,0,2499.0,221.81,Cash
ORD00130,2025-04-28,CUST1712,26.0,Female,Karnataka,South,Furniture,Chair,6,499,5,2844.3,-104.08,Net Banking
ORD00131,2025-09-15,CUST1540,45.0,Male,Delhi,North,Electronics,Phone,4,499,20,1596.8,445.63,Cash
ORD00132,2024-04-23,CUST1856,49.0,Male,Tamil Nadu,South,Electronics,Laptop,4,2499,20,7996.8,879.57,UPI
ORD00133,2025-11-11,CUST1684,23.0,Female,Tamil Nadu,South,Furniture,Chair,6,499,20,2395.2,229.46,Card
ORD00134,2024-12-31,CUST1807,22.0,Female,Punjab,North,Furniture,Chair,7,999,10,6293.7,1331.5,UPI
ORD00135,2024-06-28,CUST1850,61.0,Female,Punjab,North,Electronics,Laptop,6,7999,10,43194.6,10138.99,Net Banking
ORD00136,2024-07-23,CUST1907,20.0,Female,Karnataka,South,Electronics,Headphones,8,199,10,1432.8,29.45,Cash
ORD00137,2024-02-18,CUST1886,59.0,Female,Gujarat,West,Furniture,Chair,4,999,10,3596.4,905.39,Cash
ORD00138,2025-05-23,CUST1708,49.0,Female,Punjab,North,electronics,Desk,8,2499,10,17992.8,5232.36,Cash
ORD00139,2024-03-22,CUST1335,60.0,Female,Punjab,North,Electronics,Phone,3,7999,10,21597.3,1348.19,Cash
ORD00140,2024-12-27,CUST1629,45.0,Female,Gujarat,West,Electronics,Headphones,8,999,15,6793.2,-238.96,Card
ORD00141,2025-11-25,CUST1800,46.0,Male,Punjab,North,Furniture,Sofa,3,199,5,567.15,140.11,UPI
ORD00142,2024-06-06,CUST1695,46.0,Female,Delhi,North,Office Supplies,Pen,6,2499,20,11995.2,-463.8,Cash
ORD00143,2024-09-12,CUST1983,25.0,Male,Maharashtra,West,Office Supplies,Notebook,6,2499,10,13494.6,2393.22,UPI
ORD00144,2025-09-18,CUST1292,62.0,Female,Gujarat,West,Office Supplies,Notebook,5,999,15,4245.75,106.57,UPI
ORD00145,2025-11-29,CUST1990,38.0,Female,Delhi,North,Electronics,Phone,3,14999,15,38247.45,11437.59,Card
ORD00146,2024-07-24,CUST1811,26.0,Male,Odisha,East,Electronics,Headphones,3,999,20,2397.6,68.29,Net Banking
ORD00147,2024-03-29,CUST1067,37.0,Female,Punjab,North,Office Supplies,Printer Paper,6,2499,20,11995.2,-54.94,Net Banking
ORD00148,2025-11-27,CUST1529,40.0,Male,Gujarat,West,Office Supplies,Notebook,3,999,0,2997.0,322.15,UPI
ORD00149,2024-06-14,CUST1330,63.0,Male,Tamil Nadu,South,Office Supplies,Notebook,2,7999,5,15198.1,857.84,Cash
ORD00150,2024-04-05,CUST1514,59.0,Male,West Bengal,East,Furniture,Chair,5,499,10,2245.5,370.62,UPI
ORD00151,2025-08-13,CUST1271,59.0,Male,Tamil Nadu,South,Office Supplies,Notebook,1,199,0,199.0,56.12,Net Banking
ORD00152,2025-12-02,CUST1415,37.0,Female,Punjab,North,Office Supplies,Printer Paper,5,14999,10,67495.5,8034.04,Card
ORD00153,2024-05-27,CUST1320,63.0,Female,Delhi,North,Furniture,Desk,8,2499,5,18992.4,1311.76,Cash
ORD00154,2024-09-30,CUST1460,33.0,Male,Maharashtra,West,Furniture,Sofa,2,999,5,1898.1,214.99,Card
ORD00155,2025-08-14,CUST1738,38.0,Male,Punjab,North,Furniture,Sofa,7,499,5,3318.35,778.87,UPI
ORD00156,2025-06-01,CUST1468,33.0,Male,Gujarat,West,Furniture,Desk,8,199,0,1592.0,447.08,Cash
ORD00157,2024-04-20,CUST1441,26.0,Female,Delhi,North,Furniture,Desk,8,999,20,6393.6,-301.38,Cash
ORD00158,2025-07-20,CUST1295,22.0,Female,Gujarat,West,Electronics,Phone,1,7999,20,6399.2,116.01,Net Banking
ORD00159,2025-01-09,CUST1773,27.0,Male,West Bengal,East,Electronics,Laptop,7,999,10,6293.7,914.1,Net Banking
ORD00160,2025-09-12,CUST1914,50.0,Male,Delhi,North,Electronics,Laptop,6,2499,20,11995.2,1318.82,Cash
ORD00161,2025-06-05,CUST1545,49.0,Female,West Bengal,East,Furniture,Sofa,5,7999,10,35995.5,4591.59,Net Banking
ORD00162,2025-12-05,CUST1644,19.0,Female,Punjab,North,Furniture,Sofa,2,2499,20,3998.4,230.66,Cash
ORD00163,2025-01-24,CUST1151,61.0,Male,Karnataka,South,Office Supplies,Pen,3,7999,20,19197.6,4244.82,Card
ORD00164,2024-07-27,CUST1420,50.0,Female,Delhi,North,Electronics,Phone,6,2499,5,14244.3,1346.6,Card
ORD00165,2024-06-26,CUST1470,52.0,Female,Karnataka,South,Office Supplies,Pen,8,7999,15,54393.2,3253.44,Cash
ORD00166,2024-10-31,CUST1789,36.0,Male,Odisha,East,Electronics,Laptop,5,7999,10,35995.5,1033.2,Net Banking
ORD00167,2025-07-10,CUST1388,43.0,Female,Odisha,East,Furniture,Sofa,5,999,0,4995.0,752.83,UPI
ORD00168,2025-05-05,CUST1219,30.0,Female,West Bengal,East,Furniture,Sofa,2,999,15,1698.3,305.0,Cash
ORD00169,2025-06-27,CUST1231,58.0,Male,Karnataka,South,Office Supplies,Printer Paper,4,499,0,1996.0,368.15,Card
ORD00170,2025-07-17,CUST1951,28.0,Female,Punjab,North,Furniture,Sofa,8,199,5,1512.4,-72.88,Net Banking
ORD00171,2024-04-01,CUST1667,54.0,Male,Maharashtra,West,Furniture,Desk,5,14999,0,74995.0,20082.01,Card
ORD00172,2024-10-23,CUST1897,20.0,Male,Tamil Nadu,South,Electronics,Laptop,7,2499,5,16618.35,4616.79,Cash
ORD00173,2024-07-16,CUST1828,25.0,Female,Punjab,North,Furniture,Desk,8,499,20,3193.6,363.45,UPI
ORD00174,2025-08-04,CUST1690,30.0,Male,Gujarat,West,Office Supplies,Notebook,1,14999,10,13499.1,3061.17,Net Banking
ORD00175,2024-09-11,CUST1006,34.0,Female,Gujarat,West,Electronics,Phone,2,499,5,948.1,111.03,UPI
ORD00176,2024-03-04,CUST1683,25.0,Female,Gujarat,West,Furniture,Desk,1,999,10,899.1,173.05,Cash
ORD00177,2024-10-29,CUST1376,57.0,Male,Tamil Nadu,South,Office Supplies,Printer Paper,5,14999,0,74995.0,13015.3,UPI
ORD00178,2025-07-04,CUST1821,60.0,Male,Tamil Nadu,South,Electronics,Phone,6,2499,20,11995.2,3232.45,UPI
ORD00179,2025-07-14,CUST1924,50.0,Male,Punjab,North,Office Supplies,Printer Paper,6,199,20,955.2,-10.25,UPI
ORD00180,2025-05-15,CUST1093,50.0,Female,Tamil Nadu,South,Office Supplies,Pen,2,14999,5,28498.1,5725.87,Card
ORD00181,2025-11-19,CUST1826,37.0,Male,Maharashtra,West,Office Supplies,Pen,8,7999,0,63992.0,9315.89,Net Banking
ORD00182,2024-03-06,CUST1554,21.0,Male,West Bengal,East,Office Supplies,Notebook,2,199,15,,23.88,Net Banking
ORD00183,2025-01-26,CUST1459,42.0,Female,Punjab,North,Furniture,Chair,3,14999,15,38247.45,3100.39,Card
ORD00184,2024-08-16,CUST1854,18.0,Male,Tamil Nadu,South,Electronics,Laptop,7,7999,5,53193.35,10891.36,Cash
ORD00185,2024-10-09,CUST1193,64.0,Male,Gujarat,West,Office Supplies,Pen,4,499,15,1696.6,120.72,Card
ORD00186,2025-09-04,CUST1688,63.0,Male,Maharashtra,West,Electronics,Laptop,2,199,20,318.4,-12.18,UPI
ORD00187,2024-10-23,CUST1239,64.0,Female,Punjab,North,Furniture,Chair,4,199,5,756.2,95.56,Cash
ORD00188,2025-07-24,CUST1971,55.0,Male,Tamil Nadu,South,Electronics,Headphones,4,2499,10,8996.4,416.57,Net Banking
ORD00189,2025-02-22,CUST1152,37.0,Female,Maharashtra,West,Furniture,Sofa,7,7999,10,50393.7,9761.66,UPI
ORD00190,2025-03-02,CUST1570,51.0,Male,Maharashtra,West,Electronics,Phone,3,2499,0,7497.0,1100.82,Net Banking
ORD00191,2024-07-14,CUST1052,35.0,Female,Tamil Nadu,South,Electronics,Phone,2,2499,10,4498.2,-79.34,Card
ORD00192,2024-12-06,CUST1310,18.0,Male,Delhi,North,Office Supplies,Printer Paper,4,2499,5,9496.2,2415.03,UPI
ORD00193,2024-10-16,CUST1389,47.0,Female,Punjab,North,Electronics,Headphones,4,2499,5,9496.2,1360.12,Cash
ORD00194,2024-11-23,CUST1936,31.0,Female,Odisha,East,Office Supplies,Pen,8,199,15,1353.2,293.06,Cash
ORD00195,2025-08-21,CUST1593,64.0,Female,Maharashtra,West,Office Supplies,Notebook,3,199,10,537.3,77.19,Cash
ORD00196,2025-11-01,CUST1966,61.0,Female,Karnataka,South,Furniture,Chair,7,7999,5,53193.35,6636.16,Cash
ORD00197,2025-05-15,CUST1188,52.0,Male,Gujarat,West,Furniture,Chair,6,499,5,2844.3,574.86,Card
ORD00198,2024-06-03,CUST1009,31.0,Female,Delhi,North,Electronics,Phone,3,14999,5,42747.15,-1120.45,Cash
ORD00199,2024-01-13,CUST1017,51.0,Female,Punjab,North,Office Supplies,Pen,1,199,20,159.2,22.78,Cash
ORD00200,2025-09-26,CUST1539,34.0,Female,Punjab,North,Electronics,Laptop,2,7999,5,15198.1,521.89,Cash
ORD00201,2024-08-19,CUST1307,61.0,Male,Maharashtra,West,Furniture,Desk,8,7999,5,60792.4,18029.9,Card
ORD00202,2024-03-25,CUST1511,45.0,Female,Punjab,North,Furniture,Desk,8,199,0,1592.0,312.03,Card
ORD00203,2025-12-01,CUST1947,35.0,Male,Delhi,North,Electronics,Headphones,8,999,0,7992.0,2185.46,UPI
ORD00204,2024-11-02,CUST1166,54.0,Male,West Bengal,East,Electronics,Headphones,3,14999,15,38247.45,10522.11,Net Banking
ORD00205,2025-03-23,CUST1237,22.0,Female,Odisha,East,Office Supplies,Notebook,2,7999,10,14398.2,-449.31,Net Banking
ORD00206,2025-01-19,CUST1442,29.0,Female,West Bengal,East,Office Supplies,Pen,8,2499,5,18992.4,1415.58,Card
ORD00207,2025-10-11,CUST1157,65.0,Female,West Bengal,East,Office Supplies,Notebook,2,999,5,1898.1,157.54,Cash
ORD00208,2024-04-14,CUST1135,23.0,Male,West Bengal,East,Electronics,Laptop,5,2499,10,11245.5,2434.33,Net Banking
ORD00209,2025-09-04,CUST1803,38.0,Female,Gujarat,West,Electronics,Laptop,2,999,20,1598.4,-27.86,Card
ORD00210,2025-01-24,CUST1173,26.0,Female,Odisha,East,Furniture,Chair,4,7999,20,25596.8,239.43,Cash
ORD00211,2025-05-10,CUST1801,22.0,Female,Odisha,East,Electronics,Laptop,3,2499,10,6747.3,657.09,Cash
ORD00212,2024-01-07,CUST1971,43.0,Female,Tamil Nadu,South,Office Supplies,Printer Paper,4,2499,0,9996.0,-25.78,Net Banking
ORD00213,2025-12-12,CUST1205,48.0,Female,Odisha,East,Furniture,Desk,3,999,10,2697.3,434.6,UPI
ORD00214,2024-10-14,CUST1836,43.0,Female,Gujarat,West,Furniture,Sofa,8,7999,5,60792.4,3894.37,Card
